sample_id	PAM50_recomputed	PAM50Call_RNAseq	PAM50_final	thornsson_subtype	CPE
TCGA-C8-A3M8-01	LumB	LumB	LumB		0.8177
TCGA-C8-A8HP-01	Her2		Her2		0.5794
TCGA-C8-A8HQ-01	LumB		LumB		0.6573
TCGA-C8-A8HR-01	Basal		Basal		0.6573
TCGA-D8-A13Y-01	LumB	LumB	LumB		0.971
TCGA-D8-A13Z-01	Her2	Her2	Her2		0.6349
TCGA-D8-A140-01	LumB	LumA	LumA		0.7561
TCGA-D8-A141-01	LumA	LumA	LumA		0.419
TCGA-D8-A142-01	Basal	Basal	Basal		0.6273
TCGA-D8-A143-01	Basal	Basal	Basal		0.8311
TCGA-D8-A145-01	LumA	LumA	LumA		0.6802
TCGA-D8-A146-01	LumA	LumA	LumA		0.6305
TCGA-D8-A147-01	Basal	Basal	Basal		0.7595
TCGA-D8-A1J8-01	LumB	LumB	LumB		0.7215
TCGA-D8-A1J9-01	Her2	LumB	LumB		0.667
TCGA-D8-A1JA-01	Her2	Her2	Her2		0.8858
TCGA-D8-A1JB-01	LumA	LumA	LumA		0.4648
TCGA-D8-A1JC-01	LumB	LumB	LumB		0.832
TCGA-D8-A1JD-01	LumB	LumB	LumB		0.6188
TCGA-D8-A1JE-01	LumB	LumB	LumB		0.6837
TCGA-D8-A1JF-01	Her2	Her2	Her2		0.7164
TCGA-D8-A1JG-01	Her2	Her2	Her2		0.5724
TCGA-D8-A1JH-01	LumA	LumA	LumA		0.6126
TCGA-D8-A1JI-01	LumB	LumB	LumB		0.899
TCGA-D8-A1JJ-01	LumB	LumB	LumB		0.7272
TCGA-D8-A1JK-01	Her2	Basal	Basal		0.5818
TCGA-D8-A1JL-01	Basal	Basal	Basal		0.4777
TCGA-D8-A1JM-01	Basal	Basal	Basal		0.9111
TCGA-D8-A1JN-01	LumA	LumA	LumA		0.9449
TCGA-D8-A1JP-01	LumB	LumA	LumA		0.8198
TCGA-D8-A1JS-01	LumA	LumA	LumA		0.9714
TCGA-D8-A1JT-01	LumB	LumB	LumB		0.9024
TCGA-D8-A1JU-01	LumA	LumA	LumA		0.5122
TCGA-D8-A1X5-01	LumB	LumB	LumB		0.7027
TCGA-D8-A1X6-01	LumB	LumB	LumB		0.7399
TCGA-D8-A1X7-01	LumB	LumB	LumB		0.8307
TCGA-D8-A1X8-01	LumA	LumA	LumA		0.7121
TCGA-D8-A1X9-01	LumB	LumA	LumA		0.8703
TCGA-D8-A1XA-01	LumB	LumA	LumA		0.8552
TCGA-D8-A1XB-01	LumA	LumA	LumA		0.8248
TCGA-D8-A1XC-01	LumB	LumA	LumA		0.9423
TCGA-D8-A1XD-01	LumA	LumA	LumA		0.8916
TCGA-D8-A1XF-01	LumB	LumB	LumB		0.9159
TCGA-D8-A1XG-01	LumA	LumA	LumA		0.8957
TCGA-D8-A1XJ-01	Her2	Her2	Her2		0.838
TCGA-D8-A1XK-01	Basal	Basal	Basal		0.6505
TCGA-D8-A1XL-01	LumB	LumB	LumB		0.7184
TCGA-D8-A1XM-01	LumB	LumA	LumA		0.6665
TCGA-D8-A1XO-01	LumA	LumA	LumA		0.7386
TCGA-D8-A1XQ-01	Basal	Basal	Basal		0.6581
TCGA-D8-A1XR-01	LumB	LumB	LumB		0.8245
TCGA-D8-A1XS-01	LumB	LumB	LumB		0.764
TCGA-D8-A1XT-01	Her2	Her2	Her2		0.7206
TCGA-D8-A1XU-01	LumA	LumA	LumA		0.805
TCGA-D8-A1XV-01	LumB	LumA	LumA		0.8689
TCGA-D8-A1XW-01	Basal	Normal	Normal		0.6698
TCGA-D8-A1XY-01	LumA	LumA	LumA		0.6991
TCGA-D8-A1XZ-01	LumB	LumB	LumB		0.7704
TCGA-D8-A1Y0-01	LumB	LumA	LumA		0.7198
TCGA-D8-A1Y1-01	LumB	LumB	LumB		0.6898
TCGA-D8-A1Y2-01	LumB	LumB	LumB		0.4127
TCGA-D8-A1Y3-01	LumB	LumB	LumB		0.8137
TCGA-D8-A27E-01	LumA	LumA	LumA		0.8092
TCGA-D8-A27F-01	Basal	Basal	Basal		0.8014
TCGA-D8-A27G-01	LumB	LumA	LumA		0.706
TCGA-D8-A27H-01	Basal	Basal	Basal		0.7659
TCGA-D8-A27I-01	LumA	LumA	LumA		0.5941
TCGA-D8-A27K-01	LumA	LumA	LumA		0.7268
TCGA-D8-A27L-01	LumA	LumA	LumA		0.7847
TCGA-D8-A27M-01	Basal	Basal	Basal		0.5446
TCGA-D8-A27N-01	Her2	LumB	LumB		0.7521
TCGA-D8-A27P-01	LumA	LumA	LumA		0.8136
TCGA-D8-A27R-01	LumB	LumB	LumB		0.6439
TCGA-D8-A27T-01	LumB	LumA	LumA		0.7142
TCGA-D8-A27V-01	LumA	LumA	LumA		0.7582
TCGA-D8-A27W-01	LumB	LumB	LumB		0.7155
TCGA-D8-A3Z5-01	LumA		LumA		0.847
TCGA-D8-A3Z6-01	LumA		LumA		0.7739
TCGA-D8-A4Z1-01	LumA		LumA		0.7466
TCGA-D8-A73U-01	LumA		LumA		0.4138
TCGA-D8-A73W-01	LumB		LumB		0.7887
TCGA-D8-A73X-01	LumA		LumA		0.7466
TCGA-E2-A105-01	LumB	LumA	LumA		0.9302
TCGA-E2-A106-01	LumA	LumA	LumA		0.9548
TCGA-E2-A107-01	LumB		LumB		0.7959
TCGA-E2-A108-01	Basal	Normal	Normal		0.4458
TCGA-E2-A109-01	LumB	LumB	LumB		0.8553
TCGA-E2-A10A-01	LumB	LumA	LumA		0.7834
TCGA-E2-A10B-01	LumB	LumA	LumA		0.8646
TCGA-E2-A10C-01	LumB	LumB	LumB		0.6938
TCGA-E2-A10E-01	LumB	LumA	LumA		0.9071
TCGA-E2-A10F-01	LumB	LumA	LumA		0.706
TCGA-E2-A14N-01	Basal	Basal	Basal		0.4769
TCGA-E2-A14O-01	LumB	LumB	LumB		0.8171
TCGA-E2-A14P-01	Her2	Her2	Her2		0.7019
TCGA-E2-A14Q-01	LumA	LumA	LumA		0.7913
TCGA-E2-A14R-01	Basal	Basal	Basal		0.7437
TCGA-E2-A14S-01	LumB	LumB	LumB		0.769
TCGA-E2-A14T-01	LumB	LumA	LumA		0.7915
TCGA-E2-A14U-01	LumA		LumA		0.8515
TCGA-E2-A14V-01	Her2	Her2	Her2		0.7019
TCGA-E2-A14W-01	LumB	LumB	LumB		0.6844
TCGA-E2-A14X-01	Basal	Basal	Basal		0.6969
TCGA-E2-A14Y-01	Basal	Basal	Basal		0.8884
TCGA-E2-A14Z-01	LumB	LumA	LumA		0.5517
TCGA-E2-A150-01	Basal	Basal	Basal		0.6648
TCGA-E2-A152-01	Her2	Her2	Her2		0.663
TCGA-E2-A153-01	LumA	LumA	LumA		0.5474
TCGA-E2-A153-11	Normal	Normal	Normal		
TCGA-E2-A154-01	LumB	LumA	LumA		0.7982
TCGA-E2-A155-01	LumB	LumB	LumB		0.9213
TCGA-E2-A156-01	LumB	LumA	LumA		0.9221
TCGA-E2-A158-01	Basal	Basal	Basal		0.7799
TCGA-E2-A158-11	Normal	Normal	Normal		
TCGA-E2-A159-01	Her2	Basal	Basal		0.6275
TCGA-E2-A15A-01	LumB	LumB	LumB		
TCGA-E2-A15A-06	LumB	LumB	LumB		0.5982
TCGA-E2-A15C-01	LumA	LumA	LumA		0.7431
TCGA-E2-A15D-01	LumA	LumA	LumA		0.7676
TCGA-E2-A15E-01	LumA	LumA	LumA		
TCGA-E2-A15E-06	LumB	LumA	LumA		0.5233
TCGA-E2-A15F-01	LumA		LumA		0.8328
TCGA-E2-A15G-01	LumA	LumA	LumA		0.6796
TCGA-E2-A15H-01	LumB	LumA	LumA		0.6749
TCGA-E2-A15I-01	LumA	LumA	LumA		0.7565
TCGA-E2-A15I-11	Normal	Normal	Normal		
TCGA-E2-A15J-01	LumB	LumA	LumA		0.9356
TCGA-E2-A15K-01	LumB	LumB	LumB		
TCGA-E2-A15K-06	LumB	LumB	LumB		0.8391
TCGA-E2-A15K-11	Normal		Normal		
TCGA-E2-A15L-01	LumB	LumA	LumA		0.8583
TCGA-E2-A15M-01	LumB	LumA	LumA		0.4285
TCGA-E2-A15M-11	Normal	Normal	Normal		
TCGA-E2-A15O-01	LumB	LumA	LumA		0.8866
TCGA-E2-A15P-01	LumA	LumA	LumA		0.8053
TCGA-E2-A15R-01	LumB	LumA	LumA		0.9352
TCGA-E2-A15S-01	LumB	LumB	LumB		0.8523
TCGA-E2-A15T-01	LumB		LumB		0.9054
TCGA-E2-A1AZ-01	Basal	Basal	Basal		0.6433
TCGA-E2-A1B0-01	Her2	Her2	Her2		0.6774
TCGA-E2-A1B1-01	Her2	LumA	LumA		0.7112
TCGA-E2-A1B4-01	LumA	LumA	LumA		0.8854
TCGA-E2-A1B5-01	LumB	LumA	LumA		0.3604
TCGA-E2-A1B6-01	Basal		Basal		0.4396
TCGA-E2-A1BC-01	LumA	LumA	LumA		0.7707
TCGA-E2-A1BC-11	Normal		Normal		
TCGA-E2-A1BD-01	LumA	LumA	LumA		0.7929
TCGA-E2-A1IE-01	LumB	LumA	LumA		0.8817
TCGA-E2-A1IF-01	LumA	LumA	LumA		0.733
TCGA-E2-A1IG-01	LumA	LumA	LumA		0.8399
TCGA-E2-A1IG-11	Normal	Normal	Normal		
TCGA-E2-A1IH-01	LumB	LumA	LumA		0.4512
TCGA-E2-A1II-01	Basal	Basal	Basal		0.5584
TCGA-E2-A1IJ-01	LumA	LumA	LumA		0.6903
TCGA-E2-A1IK-01	LumA	LumA	LumA		0.7546
TCGA-E2-A1IL-01	LumA	LumA	LumA		0.8323
TCGA-E2-A1IN-01	LumA	LumA	LumA		0.7839
TCGA-E2-A1IO-01	LumA	LumA	LumA		0.715
TCGA-E2-A1IP-01	Basal	Basal	Basal		
TCGA-E2-A1IU-01	LumA	LumA	LumA		0.8116
TCGA-E2-A1L6-01	LumA	LumA	LumA		0.689
TCGA-E2-A1L7-01	LumB	LumB	LumB		0.8555
TCGA-E2-A1L7-11	Normal	Normal	Normal		
TCGA-E2-A1L8-01	LumB	LumA	LumA		0.7449
TCGA-E2-A1L9-01	LumB	LumA	LumA		0.7831
TCGA-E2-A1LA-01	LumB	LumA	LumA		0.6662
TCGA-E2-A1LB-01	Her2	Her2	Her2		0.815
TCGA-E2-A1LB-11	Normal	Normal	Normal		
TCGA-E2-A1LE-01	Her2		Her2		0.6882
TCGA-E2-A1LG-01	Basal	Basal	Basal		0.8421
TCGA-E2-A1LH-01	Basal	Basal	Basal		0.4633
TCGA-E2-A1LH-11	Normal	Normal	Normal		
TCGA-E2-A1LI-01	Basal	Basal	Basal		0.6505
TCGA-E2-A1LK-01	Basal	Basal	Basal		0.8594
TCGA-E2-A1LL-01	Basal	Basal	Basal		0.6533
TCGA-E2-A1LS-01	Basal	Basal	Basal		0.8917
TCGA-E2-A1LS-11	Normal	Normal	Normal		
TCGA-E2-A2P5-01	LumB		LumB		0.8034
TCGA-E2-A2P6-01	LumB		LumB		0.882
TCGA-E2-A3DX-01	LumA	LumA	LumA		0.5672
TCGA-E2-A56Z-01	LumB		LumB		0.8763
TCGA-E2-A570-01	LumB		LumB		0.7913
TCGA-E2-A572-01	LumA		LumA		0.8909
TCGA-E2-A573-01	Basal		Basal		0.6344
TCGA-E2-A574-01	Basal		Basal		0.8488
TCGA-E2-A576-01	LumB		LumB		0.9253
TCGA-E2-A9RU-01	LumB		LumB		0.7365
TCGA-E9-A1N3-01	LumB	LumA	LumA		0.9093
TCGA-E9-A1N4-01	LumB	LumA	LumA		0.6483
TCGA-E9-A1N4-11	Normal	Normal	Normal		
TCGA-E9-A1N5-01	LumB	LumA	LumA		0.6748
TCGA-E9-A1N5-11	Basal	Normal	Normal		
TCGA-E9-A1N6-01	LumB	LumB	LumB		0.7431
TCGA-E9-A1N6-11	Normal	Normal	Normal		
TCGA-E9-A1N8-01	Basal	Basal	Basal		0.9275
TCGA-E9-A1N9-01	LumB	Basal	Basal		0.8101
TCGA-E9-A1N9-11	Normal	Normal	Normal		
TCGA-E9-A1NA-01	LumB	LumB	LumB		0.7216
TCGA-E9-A1NA-11	Normal	Normal	Normal		
TCGA-E9-A1NC-01	Basal		Basal		0.5439
TCGA-E9-A1ND-01	Basal	Basal	Basal		0.5041
TCGA-E9-A1ND-11	Normal	Normal	Normal		
TCGA-E9-A1NE-01	LumB	LumA	LumA		0.4246
TCGA-E9-A1NF-01	LumB	LumB	LumB		0.5489
TCGA-E9-A1NF-11	Normal	LumA	Normal		
TCGA-E9-A1NG-01	LumA	LumA	LumA		0.5605
TCGA-E9-A1NG-11	Normal	Normal	Normal		
TCGA-E9-A1NH-01	LumA	LumA	LumA		0.7905
TCGA-E9-A1NI-01	LumB	LumB	LumB		0.7639
TCGA-E9-A1QZ-01	LumB	LumA	LumA		0.539
TCGA-E9-A1R0-01	LumA	LumA	LumA		0.7049
TCGA-E9-A1R2-01	LumB	LumA	LumA		0.8144
TCGA-E9-A1R3-01	LumA	LumA	LumA		0.6115
TCGA-E9-A1R4-01	LumB	LumB	LumB		0.5522
TCGA-E9-A1R5-01	LumB	LumA	LumA		0.8536
TCGA-E9-A1R6-01	LumB	LumA	LumA		0.832
TCGA-E9-A1R7-01	LumB	LumB	LumB		0.8212
TCGA-E9-A1R7-11	Normal	Normal	Normal		
TCGA-E9-A1RA-01	LumA		LumA		0.6829
TCGA-E9-A1RB-01	LumB	LumB	LumB		0.8309
TCGA-E9-A1RB-11	Normal	Normal	Normal		
TCGA-E9-A1RC-01	LumB	LumA	LumA		0.9053
TCGA-E9-A1RC-11	LumA	LumA	Normal		
TCGA-E9-A1RD-01	LumB	LumA	LumA		0.7696
TCGA-E9-A1RD-11	Normal	Normal	Normal		
TCGA-E9-A1RE-01	LumB	LumB	LumB		0.8959
TCGA-E9-A1RF-01	LumB	LumA	LumA		0.6424
TCGA-E9-A1RF-11	LumA	LumA	Normal		
TCGA-E9-A1RG-01	LumB		LumB		0.7904
TCGA-E9-A1RH-01	Her2	Her2	Her2		0.8116
TCGA-E9-A1RH-11	Normal	Normal	Normal		
TCGA-E9-A1RI-01	LumA	LumA	LumA		0.6764
TCGA-E9-A1RI-11	LumA	LumA	Normal		
TCGA-E9-A226-01	LumB	LumB	LumB		0.7248
TCGA-E9-A227-01	LumA	LumA	LumA		0.6158
TCGA-E9-A228-01	LumB	LumB	LumB		0.8949
TCGA-E9-A229-01	LumB	LumA	LumA		0.6898
TCGA-E9-A22A-01	LumB	LumB	LumB		0.5894
TCGA-E9-A22B-01	LumB	LumA	LumA		0.7789
TCGA-E9-A22D-01	LumB	LumB	LumB		0.5721
TCGA-E9-A22E-01	LumB	LumB	LumB		0.6539
TCGA-E9-A22G-01	Basal	Basal	Basal		0.9416
TCGA-E9-A22H-01	LumB	LumB	LumB		0.7964
TCGA-E9-A243-01	Basal	Basal	Basal		0.3881
TCGA-E9-A244-01	Basal	Basal	Basal		0.6448
TCGA-E9-A245-01	LumA	LumA	LumA		0.8825
TCGA-E9-A247-01	LumB	LumA	LumA		0.8721
TCGA-E9-A248-01	Her2	Her2	Her2		0.4143
TCGA-E9-A249-01	LumB	LumB	LumB		0.8617
TCGA-E9-A24A-01	LumA	LumA	LumA		0.7263
TCGA-E9-A295-01	LumA	LumA	LumA		0.7547
TCGA-E9-A2JS-01	LumB	LumB	LumB		0.8267
TCGA-E9-A2JT-01	LumB	LumA	LumA		0.3275
TCGA-E9-A3HO-01	LumB	LumB	LumB		0.8239
TCGA-E9-A3Q9-01	LumA	LumA	LumA		0.7072
TCGA-E9-A3QA-01	Basal		Basal		0.475
TCGA-E9-A3X8-01	LumA		LumA		0.6126
TCGA-E9-A54X-01	LumB		LumB		0.8966
TCGA-E9-A54Y-01	LumB		LumB		0.8148
TCGA-E9-A5FK-01	LumA		LumA		0.2308
TCGA-E9-A5FL-01	Basal		Basal		0.7866
TCGA-E9-A5UO-01	LumB		LumB		0.9698
TCGA-E9-A5UP-01	LumB		LumB		0.9162
TCGA-E9-A6HE-01	LumB		LumB		0.7019
TCGA-EW-A1IW-01	LumA	LumA	LumA		0.7313
TCGA-EW-A1IX-01	LumA	LumA	LumA		0.7242
TCGA-EW-A1IY-01	LumB	LumB	LumB		0.6246
TCGA-EW-A1IZ-01	LumB		LumB		0.4635
TCGA-EW-A1J1-01	LumB	LumA	LumA		0.834
TCGA-EW-A1J2-01	LumA	LumA	LumA		0.7126
TCGA-EW-A1J3-01	LumB	LumA	LumA		0.8455
TCGA-EW-A1J5-01	LumA	LumA	LumA		0.7538
TCGA-EW-A1J6-01	LumB	LumB	LumB		0.7751
TCGA-EW-A1OV-01	Her2	Her2	Her2		0.4756
TCGA-EW-A1OW-01	Basal	Basal	Basal		0.7657
TCGA-EW-A1OX-01	LumB	LumB	LumB		0.9955
TCGA-EW-A1OY-01	LumB	LumB	LumB		0.8973
TCGA-EW-A1OZ-01	Her2	LumB	LumB		0.8205
TCGA-EW-A1P0-01	LumB	LumB	LumB		0.8404
TCGA-EW-A1P1-01	Normal		Normal		0.5404
TCGA-EW-A1P3-01	LumB	LumA	LumA		0.784
TCGA-EW-A1P4-01	Basal	Basal	Basal		0.6075
TCGA-EW-A1P5-01	LumB	LumA	LumA		0.7629
TCGA-EW-A1P6-01	LumB	LumA	LumA		0.8253
TCGA-EW-A1P7-01	Basal	Normal	Normal		0.3684
TCGA-EW-A1P8-01	Basal	Basal	Basal		0.7303
TCGA-EW-A1PA-01	LumB	LumA	LumA		0.7739
TCGA-EW-A1PB-01	Basal	Basal	Basal		0.4611
TCGA-EW-A1PC-01	LumB	LumB	LumB		0.914
TCGA-EW-A1PD-01	LumB	LumA	LumA		0.7402
TCGA-EW-A1PE-01	LumB	LumA	LumA		0.5971
TCGA-EW-A1PF-01	LumA	LumA	LumA		0.6464
TCGA-EW-A1PG-01	Normal	Normal	Normal		0.6851
TCGA-EW-A1PH-01	Basal	Basal	Basal		0.8229
TCGA-EW-A2FR-01	Her2	Her2	Her2		0.4608
TCGA-EW-A2FS-01	LumB	LumA	LumA		0.7268
TCGA-EW-A2FV-01	LumB	LumA	LumA		0.7037
TCGA-EW-A2FW-01	LumB	LumB	LumB		0.9128
TCGA-EW-A3E8-01	LumA		LumA		0.6689
TCGA-EW-A3U0-01	Basal		Basal		0.4688
TCGA-EW-A423-01	LumB		LumB		0.7564
TCGA-EW-A424-01	LumA		LumA		0.8806
TCGA-EW-A6S9-01	Her2		Her2		0.7571
TCGA-EW-A6SA-01	LumB		LumB		0.9654
TCGA-EW-A6SB-01	Basal		Basal		0.6239
TCGA-EW-A6SC-01	LumB		LumB		0.6285
TCGA-EW-A6SD-01	Her2		Her2		0.6573
TCGA-GI-A2C8-01	LumA	LumA	LumA		0.6998
TCGA-GI-A2C8-11	LumA	LumA	Normal		
TCGA-GI-A2C9-01	Basal	Basal	Basal		0.6969
TCGA-GI-A2C9-11	Normal	Normal	Normal		
TCGA-GM-A2D9-01	LumA	LumA	LumA		0.8679
TCGA-GM-A2DA-01	Her2	LumA	LumA		0.646
TCGA-GM-A2DB-01	Her2	Her2	Her2		0.6723
TCGA-GM-A2DC-01	LumA	LumA	LumA		0.8654
TCGA-GM-A2DD-01	Her2	Normal	Normal		0.5437
TCGA-GM-A2DF-01	Basal	Basal	Basal		0.529
TCGA-GM-A2DH-01	Her2	Her2	Her2		0.6612
TCGA-GM-A2DI-01	LumA	LumA	LumA		0.3872
TCGA-GM-A2DK-01	LumA	LumA	LumA		0.6851
TCGA-GM-A2DL-01	Her2	LumA	LumA		0.701
TCGA-GM-A2DM-01	LumA	LumA	LumA		0.7968
TCGA-GM-A2DN-01	LumA	LumA	LumA		0.5048
TCGA-GM-A2DO-01	LumB	LumB	LumB		0.5741
TCGA-GM-A3NW-01	LumA		LumA		0.7587
TCGA-GM-A3NY-01	LumA	LumA	LumA		0.8363
TCGA-GM-A3XG-01	Normal		Normal		0.8792
TCGA-GM-A3XL-01	Basal		Basal		0.7311
TCGA-GM-A3XN-01	LumA		LumA		0.7312
TCGA-GM-A4E0-01	LumA		LumA		0.5918
TCGA-GM-A5PV-01	LumA		LumA		0.8352
TCGA-GM-A5PX-01	LumA		LumA		0.7913
TCGA-HN-A2NL-01	Basal	Basal	Basal		0.8957
TCGA-HN-A2OB-01	LumA		LumA		0.4274
TCGA-JL-A3YW-01	Her2		Her2		0.6126
TCGA-JL-A3YX-01	LumB		LumB		0.8694
TCGA-LD-A66U-01	LumA		LumA		0.6126
TCGA-LD-A74U-01	LumA		LumA		0.5623
TCGA-LD-A7W5-01	LumA		LumA		0.6009
TCGA-LD-A7W6-01	LumA		LumA		0.8806
TCGA-LD-A9QF-01	Her2		Her2		0.1497
TCGA-LL-A440-01	Normal		Normal		0.6702
TCGA-LL-A441-01	Basal		Basal		0.493
TCGA-LL-A442-01	LumB		LumB		0.7959
TCGA-LL-A50Y-01	LumA		LumA		0.7447
TCGA-LL-A5YL-01	Her2		Her2		0.7466
TCGA-LL-A5YM-01	LumB		LumB		0.8806
TCGA-LL-A5YN-01	Her2		Her2		0.4885
TCGA-LL-A5YO-01	Her2		Her2		0.3351
TCGA-LL-A5YP-01	Basal		Basal		0.6746
TCGA-LL-A6FP-01	LumA		LumA		0.9584
TCGA-LL-A6FQ-01	LumA		LumA		0.7826
TCGA-LL-A6FR-01	Basal		Basal		0.843
TCGA-LL-A73Y-01	Basal		Basal		0.629
TCGA-LL-A73Z-01	Basal		Basal		0.577
TCGA-LL-A740-01	Her2		Her2		0.8253
TCGA-LL-A7SZ-01	Her2		Her2		0.5109
TCGA-LL-A7T0-01	LumB		LumB		0.836
TCGA-LL-A8F5-01	Basal		Basal		0.7056
TCGA-LL-A9Q3-01	LumA		LumA		0.7531
TCGA-LQ-A4E4-01	LumB		LumB		0.8847
TCGA-MS-A51U-01	LumA		LumA		0.7466
TCGA-OK-A5Q2-01	LumB		LumB		0.7133
TCGA-OL-A5D6-01	Her2		Her2		0.6749
TCGA-OL-A5D7-01	Basal		Basal		0.7204
TCGA-OL-A5D8-01	LumB		LumB		0.7891
TCGA-OL-A5DA-01	LumA		LumA		0.8184
TCGA-OL-A5RU-01	LumA		LumA		0.6058
TCGA-OL-A5RV-01	LumA		LumA		0.8408
TCGA-OL-A5RW-01	Basal		Basal		0.8121
TCGA-OL-A5RX-01	LumA		LumA		0.8019
TCGA-OL-A5RY-01	Her2		Her2		0.3501
TCGA-OL-A5RZ-01	Her2		Her2		0.9095
TCGA-OL-A5S0-01	Basal		Basal		0.657
TCGA-OL-A66H-01	LumB		LumB		0.7466
TCGA-OL-A66I-01	Basal		Basal		0.4999
TCGA-OL-A66J-01	LumA		LumA		0.7019
TCGA-OL-A66K-01	LumA		LumA		0.836
TCGA-OL-A66L-01	LumA		LumA		0.6126
TCGA-OL-A66N-01	LumA		LumA		0.6573
TCGA-OL-A66O-01	LumB		LumB		0.8843
TCGA-OL-A66P-01	Her2		Her2		0.4448
TCGA-OL-A6VO-01	Basal		Basal		0.7633
TCGA-OL-A6VQ-01	LumA		LumA		
TCGA-OL-A6VR-01	LumA		LumA		0.9404
TCGA-OL-A97C-01	Normal		Normal		0.7434
TCGA-PE-A5DC-01	LumB		LumB		0.7709
TCGA-PE-A5DD-01	LumB		LumB		0.6816
TCGA-PE-A5DE-01	LumB		LumB		0.5043
TCGA-PL-A8LV-01	Basal		Basal		0.7256
TCGA-PL-A8LX-01	LumA		LumA		0.8593
TCGA-PL-A8LY-01	Normal		Normal		0.7952
TCGA-PL-A8LZ-01	Basal		Basal		0.4779
TCGA-S3-A6ZF-01	LumB		LumB		0.7286
TCGA-S3-A6ZG-01	LumB		LumB		0.7741
TCGA-S3-A6ZH-01	LumB		LumB		0.8698
TCGA-S3-AA0Z-01	Basal		Basal		0.7187
TCGA-S3-AA10-01	Basal		Basal		0.6053
TCGA-S3-AA11-01	LumA		LumA		0.7638
TCGA-S3-AA12-01	LumB		LumB		0.7992
TCGA-S3-AA14-01	Her2		Her2		0.7492
TCGA-S3-AA15-01	Basal		Basal		0.5387
TCGA-S3-AA17-01	LumB		LumB		0.5751
TCGA-UL-AAZ6-01	Her2		Her2		0.8031
TCGA-UU-A93S-01	Her2		Her2		0.8339
TCGA-V7-A7HQ-01	LumA		LumA		0.7774
TCGA-W8-A86G-01	LumA		LumA		0.8806
TCGA-WT-AB41-01	LumB		LumB		0.6051
TCGA-WT-AB44-01	LumA		LumA		0.7493
TCGA-XX-A899-01	LumA		LumA		0.6069
TCGA-XX-A89A-01	LumA		LumA		0.6067
TCGA-Z7-A8R5-01	Normal		Normal		0.6919
TCGA-Z7-A8R6-01	LumB		LumB		0.8143
